ID materiału,Etap,Sesje docelowe,Brief,Prompt lub dokładny tekst,Źródło,Model i wersja,Plan/licencja,Data,Plik master,Eksport,Status,Uwagi z telefonu
VOICE_reset_overthinking-night_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-night,Refocus; 120–150 s; mowa musi pozostawić przestrzeń na praktykę,Return attention to one simple sensation in the room or bed.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-night/main/05-refocus.wav,narration/releaf-guide/reset/overthinking-night/main/05-refocus.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_social-pressure_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,social-pressure,Anchor; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Choose one neutral object in the room.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/social-pressure/main/01-anchor.wav,narration/releaf-guide/reset/social-pressure/main/01-anchor.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_social-pressure_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,social-pressure,Detail; 20–45 s; mowa musi pozostawić przestrzeń na praktykę,Notice one detail about its shape or surface.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/social-pressure/main/02-detail.wav,narration/releaf-guide/reset/social-pressure/main/02-detail.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_social-pressure_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,social-pressure,Support; 45–70 s; mowa musi pozostawić przestrzeń na praktykę,Let your attention widen enough to notice where your body is supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/social-pressure/main/03-support.wav,narration/releaf-guide/reset/social-pressure/main/03-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_social-pressure_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,social-pressure,Next; 70–100 s; mowa musi pozostawić przestrzeń na praktykę,Choose one simple social action rather than monitoring how you appear.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/social-pressure/main/04-next.wav,narration/releaf-guide/reset/social-pressure/main/04-next.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_social-pressure_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,social-pressure,Return; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Return attention to the conversation or space around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/social-pressure/main/05-return.wav,narration/releaf-guide/reset/social-pressure/main/05-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_travel-stress_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,travel-stress,Support; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Notice one stable point of contact beneath you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/travel-stress/main/01-support.wav,narration/releaf-guide/reset/travel-stress/main/01-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_travel-stress_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,travel-stress,Near; 20–40 s; mowa musi pozostawić przestrzeń na praktykę,Listen for one nearby sound.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/travel-stress/main/02-near.wav,narration/releaf-guide/reset/travel-stress/main/02-near.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_travel-stress_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,travel-stress,Far; 40–60 s; mowa musi pozostawić przestrzeń na praktykę,Listen for one farther-away sound.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/travel-stress/main/03-far.wav,narration/releaf-guide/reset/travel-stress/main/03-far.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_travel-stress_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,travel-stress,Next; 60–95 s; mowa musi pozostawić przestrzeń na praktykę,Name the next concrete travel step you actually need to take.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/travel-stress/main/04-next.wav,narration/releaf-guide/reset/travel-stress/main/04-next.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_travel-stress_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,travel-stress,Only This; 95–120 s; mowa musi pozostawić przestrzeń na praktykę,Let everything after that wait.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/travel-stress/main/05-only-this.wav,narration/releaf-guide/reset/travel-stress/main/05-only-this.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_work-overwhelm_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-overwhelm,Pause; 0–20 s; mowa musi pozostawić przestrzeń na praktykę,Stop trying to hold the whole workload in your head.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/work-overwhelm/main/01-pause.wav,narration/releaf-guide/reset/work-overwhelm/main/01-pause.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_work-overwhelm_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-overwhelm,Choose; 20–50 s; mowa musi pozostawić przestrzeń na praktykę,Choose the one task that matters next.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/work-overwhelm/main/02-choose.wav,narration/releaf-guide/reset/work-overwhelm/main/02-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_work-overwhelm_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-overwhelm,Shrink; 50–80 s; mowa musi pozostawić przestrzeń na praktykę,Shrink it to the first visible action.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/work-overwhelm/main/03-shrink.wav,narration/releaf-guide/reset/work-overwhelm/main/03-shrink.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_work-overwhelm_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-overwhelm,Clear; 80–100 s; mowa musi pozostawić przestrzeń na praktykę,Set aside everything that does not belong to this next action.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/work-overwhelm/main/04-clear.wav,narration/releaf-guide/reset/work-overwhelm/main/04-clear.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_work-overwhelm_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,work-overwhelm,Start; 100–120 s; mowa musi pozostawić przestrzeń na praktykę,Start with only that step.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/work-overwhelm/main/05-start.wav,narration/releaf-guide/reset/work-overwhelm/main/05-start.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Face; 0–60 s; mowa musi pozostawić przestrzeń na praktykę,Notice the face and jaw. Let any unnecessary effort soften if it can.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/01-face.wav,narration/releaf-guide/reset/tension-body-scan/main/01-face.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Shoulders; 60–120 s; mowa musi pozostawić przestrzeń na praktykę,Move attention through the neck and shoulders. Notice tension without forcing it away.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/02-shoulders.wav,narration/releaf-guide/reset/tension-body-scan/main/02-shoulders.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Arms; 120–180 s; mowa musi pozostawić przestrzeń na praktykę,"Notice the arms, hands, and fingers.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/03-arms.wav,narration/releaf-guide/reset/tension-body-scan/main/03-arms.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Chest; 180–240 s; mowa musi pozostawić przestrzeń na praktykę,Notice the chest and upper back.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/04-chest.wav,narration/releaf-guide/reset/tension-body-scan/main/04-chest.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Center; 240–300 s; mowa musi pozostawić przestrzeń na praktykę,Notice the abdomen and lower back.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/05-center.wav,narration/releaf-guide/reset/tension-body-scan/main/05-center.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Legs; 300–360 s; mowa musi pozostawić przestrzeń na praktykę,"Notice the hips, thighs, knees, and lower legs.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/06-legs.wav,narration/releaf-guide/reset/tension-body-scan/main/06-legs.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_07,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Feet; 360–420 s; mowa musi pozostawić przestrzeń na praktykę,Notice the feet and the places where your body is supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/07-feet.wav,narration/releaf-guide/reset/tension-body-scan/main/07-feet.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_tension-body-scan_steps_08,TOŻSAMOŚĆ GŁOSU WYMAGANA,tension-body-scan,Whole Body; 420–480 s; mowa musi pozostawić przestrzeń na praktykę,"Finish by noticing the body as a whole, exactly as it is right now.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/tension-body-scan/main/08-whole-body.wav,narration/releaf-guide/reset/tension-body-scan/main/08-whole-body.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Pause; 0–80 s; mowa musi pozostawić przestrzeń na praktykę,"Stop trying to organise everything at once. For this moment, nothing else has to be solved.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/01-pause.wav,narration/releaf-guide/reset/overwhelm-stability/main/01-pause.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Support; 80–160 s; mowa musi pozostawić przestrzeń na praktykę,"Notice what is physically supporting you: floor, chair, wall, or another stable surface.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/02-support.wav,narration/releaf-guide/reset/overwhelm-stability/main/02-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Separate; 160–240 s; mowa musi pozostawić przestrzeń na praktykę,Separate what genuinely needs attention now from what can wait.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/03-separate.wav,narration/releaf-guide/reset/overwhelm-stability/main/03-separate.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Choose; 240–320 s; mowa musi pozostawić przestrzeń na praktykę,Choose one useful priority.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/04-choose.wav,narration/releaf-guide/reset/overwhelm-stability/main/04-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Shrink; 320–400 s; mowa musi pozostawić przestrzeń na praktykę,"Shrink it to one visible, realistic action.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/05-shrink.wav,narration/releaf-guide/reset/overwhelm-stability/main/05-shrink.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overwhelm-stability_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,overwhelm-stability,Return; 400–480 s; mowa musi pozostawić przestrzeń na praktykę,Return to that action and leave the rest outside this moment.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overwhelm-stability/main/06-return.wav,narration/releaf-guide/reset/overwhelm-stability/main/06-return.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Arrive; 0–80 s; mowa musi pozostawić przestrzeń na praktykę,Notice what your mind is still carrying from the day.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/01-arrive.wav,narration/releaf-guide/reset/evening-unwind/main/01-arrive.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Allow; 80–160 s; mowa musi pozostawić przestrzeń na praktykę,Let unfinished things remain unfinished for this moment.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/02-allow.wav,narration/releaf-guide/reset/evening-unwind/main/02-allow.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Support; 160–240 s; mowa musi pozostawić przestrzeń na praktykę,Notice where your body is supported.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/03-support.wav,narration/releaf-guide/reset/evening-unwind/main/03-support.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Room; 240–320 s; mowa musi pozostawić przestrzeń na praktykę,Make room for any remaining tension without trying to solve it.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/04-room.wav,narration/releaf-guide/reset/evening-unwind/main/04-room.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Quiet; 320–400 s; mowa musi pozostawić przestrzeń na praktykę,"Reduce attention to the room, bed, or chair immediately around you.",DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/05-quiet.wav,narration/releaf-guide/reset/evening-unwind/main/05-quiet.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_evening-unwind_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,evening-unwind,Finish; 400–480 s; mowa musi pozostawić przestrzeń na praktykę,Finish without needing to feel perfectly calm. Let this be enough for now.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/evening-unwind/main/06-finish.wav,narration/releaf-guide/reset/evening-unwind/main/06-finish.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Notice; 0–80 s; mowa musi pozostawić przestrzeń na praktykę,Notice where anger is showing up in your body.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/01-notice.wav,narration/releaf-guide/reset/anger-release/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Press; 80–160 s; mowa musi pozostawić przestrzeń na praktykę,Press your feet or hands gently into a stable surface. Keep it comfortable and controlled.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/02-press.wav,narration/releaf-guide/reset/anger-release/main/02-press.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Release; 160–240 s; mowa musi pozostawić przestrzeń na praktykę,Release the pressure fully and notice the contrast.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/03-release.wav,narration/releaf-guide/reset/anger-release/main/03-release.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Soften; 240–320 s; mowa musi pozostawić przestrzeń na praktykę,Loosen the jaw and lower the shoulders.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/04-soften.wav,narration/releaf-guide/reset/anger-release/main/04-soften.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_05,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Space; 320–400 s; mowa musi pozostawić przestrzeń na praktykę,Create space before deciding what to do next. You do not need to act on the first impulse.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/05-space.wav,narration/releaf-guide/reset/anger-release/main/05-space.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_anger-release_steps_06,TOŻSAMOŚĆ GŁOSU WYMAGANA,anger-release,Choose; 400–480 s; mowa musi pozostawić przestrzeń na praktykę,Choose the next action only after the body has had time to settle.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/anger-release/main/06-choose.wav,narration/releaf-guide/reset/anger-release/main/06-choose.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-let-go_steps_01,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-let-go,Notice; 0–80 s; mowa musi pozostawić przestrzeń na praktykę,Notice the thought or problem your mind keeps reopening.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-let-go/main/01-notice.wav,narration/releaf-guide/reset/overthinking-let-go/main/01-notice.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-let-go_steps_02,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-let-go,Name; 80–160 s; mowa musi pozostawić przestrzeń na praktykę,Put it into one short sentence in your mind.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-let-go/main/02-name.wav,narration/releaf-guide/reset/overthinking-let-go/main/02-name.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-let-go_steps_03,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-let-go,Unhook; 160–240 s; mowa musi pozostawić przestrzeń na praktykę,Add: “I am noticing the thought that…”,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-let-go/main/03-unhook.wav,narration/releaf-guide/reset/overthinking-let-go/main/03-unhook.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
VOICE_reset_overthinking-let-go_steps_04,TOŻSAMOŚĆ GŁOSU WYMAGANA,overthinking-let-go,Distance; 240–320 s; mowa musi pozostawić przestrzeń na praktykę,Notice the difference between the thought and the room around you.,DO UZUPEŁNIENIA,DO UZUPEŁNIENIA,NIEZWERYFIKOWANE,,03_guide/narration/releaf-guide/reset/overthinking-let-go/main/04-distance.wav,narration/releaf-guide/reset/overthinking-let-go/main/04-distance.mp3,BRAK ZATWIERDZONEJ NARRACJI; NIE GENEROWAĆ INNYM GŁOSEM,
